log_id,user,action,device,location,anomaly_score,timestamp
1595,user_57,Failed Login,Linux,China,0.49,2024-01-02 02:34:00
1596,user_7,Login,Linux,Russia,0.86,2024-01-02 02:35:00
1597,user_2,Login,Android,UK,0.63,2024-01-02 02:36:00
1598,user_44,Privilege Escalation,iOS,USA,0.34,2024-01-02 02:37:00
1599,user_15,Suspicious Command,Android,Russia,0.37,2024-01-02 02:38:00
1600,user_58,Failed Login,Android,UK,0.34,2024-01-02 02:39:00
1601,user_66,File Access,Windows,UK,0.48,2024-01-02 02:40:00
1602,user_50,Failed Login,iOS,USA,0.21,2024-01-02 02:41:00
1603,user_21,Failed Login,Mac,USA,0.23,2024-01-02 02:42:00
1604,user_33,Login,Windows,USA,0.63,2024-01-02 02:43:00
1605,user_63,Suspicious Command,Linux,USA,0.96,2024-01-02 02:44:00
1606,user_40,Data Exfiltration,Mac,UK,0.24,2024-01-02 02:45:00
1607,user_22,Login,Linux,Germany,0.69,2024-01-02 02:46:00
1608,user_83,Suspicious Command,Windows,USA,0.78,2024-01-02 02:47:00
1609,user_7,VPN Access,Mac,China,0.32,2024-01-02 02:48:00
1610,user_91,Failed Login,Windows,USA,0.41,2024-01-02 02:49:00
1611,user_15,Login,Linux,USA,0.87,2024-01-02 02:50:00
1612,user_51,Privilege Escalation,Windows,UK,0.22,2024-01-02 02:51:00
1613,user_71,Suspicious Command,iOS,USA,0.87,2024-01-02 02:52:00
1614,user_60,File Access,Android,India,0.6,2024-01-02 02:53:00
1615,user_97,Suspicious Command,iOS,USA,0.42,2024-01-02 02:54:00
1616,user_44,Privilege Escalation,Mac,Russia,0.45,2024-01-02 02:55:00
1617,user_65,VPN Access,Mac,China,0.03,2024-01-02 02:56:00
1618,user_14,Failed Login,Mac,Germany,0.73,2024-01-02 02:57:00
1619,user_2,Data Exfiltration,Windows,China,0.8,2024-01-02 02:58:00
1620,user_88,Suspicious Command,Mac,Russia,0.09,2024-01-02 02:59:00
1621,user_81,File Access,iOS,UK,0.38,2024-01-02 03:00:00
1622,user_3,Login,Mac,USA,0.2,2024-01-02 03:01:00
1623,user_79,File Access,Mac,UK,0.06,2024-01-02 03:02:00
1624,user_91,VPN Access,Android,USA,0.99,2024-01-02 03:03:00
1625,user_85,Login,Windows,India,0.56,2024-01-02 03:04:00
1626,user_37,File Access,Linux,China,0.87,2024-01-02 03:05:00
1627,user_31,Data Exfiltration,Android,UK,0.08,2024-01-02 03:06:00
1628,user_94,VPN Access,Mac,China,0.41,2024-01-02 03:07:00
1629,user_15,File Access,Android,India,0.82,2024-01-02 03:08:00
1630,user_23,File Access,Linux,Russia,0.81,2024-01-02 03:09:00
1631,user_69,File Access,Android,UK,0.77,2024-01-02 03:10:00
1632,user_61,Failed Login,Mac,Russia,0.76,2024-01-02 03:11:00
1633,user_93,Failed Login,Mac,USA,0.62,2024-01-02 03:12:00
1634,user_97,Data Exfiltration,Linux,India,0.82,2024-01-02 03:13:00
1635,user_27,Login,Windows,India,0.89,2024-01-02 03:14:00
1636,user_88,Data Exfiltration,iOS,China,0.91,2024-01-02 03:15:00
1637,user_14,Data Exfiltration,Android,UK,0.98,2024-01-02 03:16:00
1638,user_19,VPN Access,Mac,Germany,0.08,2024-01-02 03:17:00
1639,user_89,Data Exfiltration,Windows,UK,0.22,2024-01-02 03:18:00
1640,user_33,Data Exfiltration,Mac,USA,0.17,2024-01-02 03:19:00
1641,user_39,Login,Windows,India,0.31,2024-01-02 03:20:00
1642,user_16,Data Exfiltration,iOS,Germany,0.39,2024-01-02 03:21:00
1643,user_42,Login,Linux,USA,0.16,2024-01-02 03:22:00
1644,user_26,Data Exfiltration,Mac,Germany,0.15,2024-01-02 03:23:00
1645,user_11,Failed Login,Windows,India,0.52,2024-01-02 03:24:00
1646,user_38,VPN Access,Android,Germany,0.37,2024-01-02 03:25:00
1647,user_40,VPN Access,iOS,China,0.82,2024-01-02 03:26:00
1648,user_37,Login,Android,India,0.35,2024-01-02 03:27:00
1649,user_52,File Access,Mac,China,0.3,2024-01-02 03:28:00
1650,user_30,Data Exfiltration,Mac,Russia,0.32,2024-01-02 03:29:00
1651,user_86,Privilege Escalation,iOS,Russia,0.98,2024-01-02 03:30:00
1652,user_68,File Access,iOS,Germany,0.09,2024-01-02 03:31:00
1653,user_58,Privilege Escalation,Linux,USA,0.29,2024-01-02 03:32:00
1654,user_76,Login,Android,UK,0.55,2024-01-02 03:33:00
1655,user_100,Suspicious Command,Windows,Germany,1.0,2024-01-02 03:34:00
1656,user_64,Data Exfiltration,Windows,Germany,0.45,2024-01-02 03:35:00
1657,user_100,VPN Access,Android,India,0.91,2024-01-02 03:36:00
1658,user_87,Data Exfiltration,Android,India,0.26,2024-01-02 03:37:00
1659,user_63,VPN Access,Android,UK,0.88,2024-01-02 03:38:00
1660,user_6,Data Exfiltration,Linux,India,0.52,2024-01-02 03:39:00
1661,user_55,Login,Linux,UK,0.6,2024-01-02 03:40:00
1662,user_60,Privilege Escalation,Android,Russia,0.54,2024-01-02 03:41:00
1663,user_31,Login,Android,India,0.9,2024-01-02 03:42:00
1664,user_90,Suspicious Command,Windows,Russia,0.01,2024-01-02 03:43:00
1665,user_40,Suspicious Command,iOS,China,0.56,2024-01-02 03:44:00
1666,user_100,VPN Access,Android,China,0.96,2024-01-02 03:45:00
1667,user_39,Privilege Escalation,iOS,India,0.8,2024-01-02 03:46:00
1668,user_56,Failed Login,Android,India,0.59,2024-01-02 03:47:00
1669,user_69,Failed Login,Mac,India,0.34,2024-01-02 03:48:00
1670,user_66,File Access,Windows,UK,0.75,2024-01-02 03:49:00
1671,user_5,Privilege Escalation,Android,China,0.23,2024-01-02 03:50:00
1672,user_8,VPN Access,Linux,USA,0.56,2024-01-02 03:51:00
1673,user_42,Data Exfiltration,Linux,USA,0.77,2024-01-02 03:52:00
1674,user_7,VPN Access,Android,Russia,0.43,2024-01-02 03:53:00
1675,user_23,VPN Access,Windows,Germany,0.51,2024-01-02 03:54:00
1676,user_25,Login,Windows,USA,0.6,2024-01-02 03:55:00
1677,user_1,Suspicious Command,iOS,UK,0.07,2024-01-02 03:56:00
1678,user_43,Privilege Escalation,Linux,UK,0.59,2024-01-02 03:57:00
1679,user_60,Suspicious Command,Linux,USA,0.94,2024-01-02 03:58:00
1680,user_41,File Access,Android,India,1.0,2024-01-02 03:59:00
1681,user_62,Failed Login,Mac,USA,0.48,2024-01-02 04:00:00
1682,user_92,Data Exfiltration,Mac,China,0.29,2024-01-02 04:01:00
1683,user_81,Login,Mac,USA,0.24,2024-01-02 04:02:00
1684,user_19,Privilege Escalation,Android,USA,0.21,2024-01-02 04:03:00
1685,user_90,File Access,Android,China,0.21,2024-01-02 04:04:00
1686,user_70,Failed Login,Windows,UK,0.56,2024-01-02 04:05:00
1687,user_18,Privilege Escalation,Android,USA,0.29,2024-01-02 04:06:00
1688,user_15,Privilege Escalation,Android,Germany,0.83,2024-01-02 04:07:00
1689,user_16,Login,Linux,Germany,0.71,2024-01-02 04:08:00
1690,user_55,Failed Login,Linux,China,0.78,2024-01-02 04:09:00
1691,user_56,Data Exfiltration,Android,USA,0.62,2024-01-02 04:10:00
1692,user_58,Suspicious Command,Android,USA,0.64,2024-01-02 04:11:00
1693,user_66,Failed Login,iOS,USA,0.08,2024-01-02 04:12:00
1694,user_92,File Access,Windows,Russia,0.74,2024-01-02 04:13:00
1695,user_87,File Access,Android,India,0.39,2024-01-02 04:14:00
1696,user_12,Suspicious Command,Mac,UK,0.44,2024-01-02 04:15:00
1697,user_20,Privilege Escalation,Android,Russia,0.2,2024-01-02 04:16:00
1698,user_62,File Access,iOS,India,0.4,2024-01-02 04:17:00
1699,user_19,File Access,Android,Germany,1.0,2024-01-02 04:18:00
1700,user_100,Login,Windows,Russia,0.82,2024-01-02 04:19:00
1701,user_54,Privilege Escalation,Windows,UK,0.37,2024-01-02 04:20:00
1702,user_62,Failed Login,Mac,Germany,0.9,2024-01-02 04:21:00
1703,user_93,VPN Access,Linux,Germany,0.21,2024-01-02 04:22:00
1704,user_79,File Access,iOS,USA,0.21,2024-01-02 04:23:00
1705,user_47,Suspicious Command,iOS,Russia,0.35,2024-01-02 04:24:00
1706,user_12,Login,iOS,China,0.41,2024-01-02 04:25:00
1707,user_52,Data Exfiltration,iOS,USA,0.99,2024-01-02 04:26:00
1708,user_83,VPN Access,Linux,China,0.94,2024-01-02 04:27:00
1709,user_89,Failed Login,Android,Germany,0.31,2024-01-02 04:28:00
1710,user_25,Suspicious Command,Android,China,0.58,2024-01-02 04:29:00
1711,user_9,Privilege Escalation,Android,UK,0.94,2024-01-02 04:30:00
1712,user_73,File Access,Mac,Russia,0.54,2024-01-02 04:31:00
1713,user_70,Suspicious Command,iOS,Germany,0.14,2024-01-02 04:32:00
1714,user_79,Login,Windows,India,0.61,2024-01-02 04:33:00
1715,user_90,Data Exfiltration,Linux,Russia,0.74,2024-01-02 04:34:00
1716,user_86,Privilege Escalation,Android,USA,0.99,2024-01-02 04:35:00
1717,user_43,VPN Access,Android,USA,0.61,2024-01-02 04:36:00
1718,user_90,Login,iOS,UK,0.32,2024-01-02 04:37:00
1719,user_14,Failed Login,Windows,USA,0.36,2024-01-02 04:38:00
1720,user_83,VPN Access,Mac,USA,0.17,2024-01-02 04:39:00
1721,user_3,Data Exfiltration,iOS,UK,0.1,2024-01-02 04:40:00
1722,user_99,Data Exfiltration,iOS,UK,0.26,2024-01-02 04:41:00
1723,user_82,Suspicious Command,Linux,India,0.31,2024-01-02 04:42:00
1724,user_15,Privilege Escalation,Windows,UK,0.63,2024-01-02 04:43:00
1725,user_91,Suspicious Command,iOS,Germany,0.0,2024-01-02 04:44:00
1726,user_57,Login,iOS,Russia,0.61,2024-01-02 04:45:00
1727,user_47,Failed Login,Mac,China,0.93,2024-01-02 04:46:00
1728,user_97,Suspicious Command,Mac,UK,0.18,2024-01-02 04:47:00
1729,user_26,Suspicious Command,Windows,China,0.4,2024-01-02 04:48:00
1730,user_37,VPN Access,Linux,UK,0.52,2024-01-02 04:49:00
1731,user_6,VPN Access,Mac,Germany,0.31,2024-01-02 04:50:00
1732,user_62,Suspicious Command,Windows,Russia,0.44,2024-01-02 04:51:00
1733,user_69,Suspicious Command,Linux,China,0.61,2024-01-02 04:52:00
1734,user_95,VPN Access,iOS,USA,0.41,2024-01-02 04:53:00
1735,user_33,Privilege Escalation,Linux,USA,0.86,2024-01-02 04:54:00
1736,user_39,Data Exfiltration,Linux,India,0.19,2024-01-02 04:55:00
1737,user_77,Data Exfiltration,Android,Germany,0.02,2024-01-02 04:56:00
1738,user_29,Data Exfiltration,Windows,China,0.11,2024-01-02 04:57:00
1739,user_26,VPN Access,Mac,India,0.77,2024-01-02 04:58:00
1740,user_14,Suspicious Command,Windows,UK,0.69,2024-01-02 04:59:00
1741,user_93,Suspicious Command,Linux,UK,0.79,2024-01-02 05:00:00
1742,user_60,File Access,iOS,USA,0.6,2024-01-02 05:01:00
1743,user_61,VPN Access,Linux,Russia,0.32,2024-01-02 05:02:00
1744,user_41,Suspicious Command,Linux,China,0.76,2024-01-02 05:03:00
1745,user_94,File Access,Mac,China,0.7,2024-01-02 05:04:00
1746,user_3,Data Exfiltration,iOS,Russia,0.96,2024-01-02 05:05:00
1747,user_15,VPN Access,Linux,USA,0.52,2024-01-02 05:06:00
1748,user_13,File Access,iOS,Russia,0.75,2024-01-02 05:07:00
1749,user_18,Login,Windows,Germany,0.61,2024-01-02 05:08:00
1750,user_64,VPN Access,iOS,India,0.65,2024-01-02 05:09:00
1751,user_97,File Access,Linux,China,0.55,2024-01-02 05:10:00
1752,user_92,Login,iOS,China,0.97,2024-01-02 05:11:00
1753,user_45,Privilege Escalation,Mac,China,0.53,2024-01-02 05:12:00
1754,user_41,Suspicious Command,iOS,China,0.7,2024-01-02 05:13:00
1755,user_55,Failed Login,Windows,China,0.9,2024-01-02 05:14:00
1756,user_97,File Access,Android,Russia,0.09,2024-01-02 05:15:00
1757,user_11,Privilege Escalation,Mac,India,0.44,2024-01-02 05:16:00
1758,user_100,Privilege Escalation,Android,China,0.04,2024-01-02 05:17:00
1759,user_65,File Access,Mac,USA,0.26,2024-01-02 05:18:00
1760,user_18,Failed Login,iOS,UK,0.52,2024-01-02 05:19:00
1761,user_47,Data Exfiltration,Windows,USA,0.3,2024-01-02 05:20:00
1762,user_33,VPN Access,Android,Germany,0.85,2024-01-02 05:21:00
1763,user_97,File Access,iOS,Germany,0.62,2024-01-02 05:22:00
1764,user_94,VPN Access,Windows,UK,0.87,2024-01-02 05:23:00
1765,user_25,File Access,Windows,UK,0.85,2024-01-02 05:24:00
1766,user_51,File Access,iOS,China,0.1,2024-01-02 05:25:00
1767,user_20,Login,Linux,Germany,0.09,2024-01-02 05:26:00
1768,user_51,Suspicious Command,iOS,Germany,0.88,2024-01-02 05:27:00
1769,user_28,Privilege Escalation,Windows,Russia,0.97,2024-01-02 05:28:00
1770,user_3,File Access,Linux,China,0.27,2024-01-02 05:29:00
1771,user_93,Privilege Escalation,iOS,China,0.04,2024-01-02 05:30:00
1772,user_62,File Access,Android,China,0.02,2024-01-02 05:31:00
1773,user_78,File Access,iOS,China,0.73,2024-01-02 05:32:00
1774,user_100,Privilege Escalation,Android,India,0.33,2024-01-02 05:33:00
1775,user_78,Suspicious Command,Linux,Russia,0.67,2024-01-02 05:34:00
1776,user_73,Login,Linux,UK,0.19,2024-01-02 05:35:00
1777,user_79,Failed Login,Linux,Germany,0.86,2024-01-02 05:36:00
1778,user_41,File Access,iOS,India,0.17,2024-01-02 05:37:00
1779,user_18,VPN Access,Windows,Germany,0.11,2024-01-02 05:38:00
1780,user_33,Data Exfiltration,iOS,India,0.51,2024-01-02 05:39:00
1781,user_39,Privilege Escalation,Linux,China,0.06,2024-01-02 05:40:00
1782,user_3,Login,Android,UK,0.95,2024-01-02 05:41:00
1783,user_97,File Access,Android,Germany,0.19,2024-01-02 05:42:00
1784,user_30,Privilege Escalation,Windows,Russia,0.44,2024-01-02 05:43:00
1785,user_54,Privilege Escalation,Mac,UK,0.57,2024-01-02 05:44:00
1786,user_52,File Access,Windows,Russia,0.02,2024-01-02 05:45:00
1787,user_11,Data Exfiltration,Linux,India,0.13,2024-01-02 05:46:00
1788,user_31,Login,Windows,Germany,0.65,2024-01-02 05:47:00
1789,user_71,Privilege Escalation,iOS,USA,0.92,2024-01-02 05:48:00
1790,user_9,Data Exfiltration,iOS,India,0.02,2024-01-02 05:49:00
1791,user_74,Login,Linux,India,0.18,2024-01-02 05:50:00
1792,user_50,Data Exfiltration,Android,China,0.05,2024-01-02 05:51:00
1793,user_28,Privilege Escalation,Linux,China,0.77,2024-01-02 05:52:00
1794,user_95,VPN Access,Android,Germany,0.56,2024-01-02 05:53:00
1795,user_75,Data Exfiltration,Linux,UK,0.4,2024-01-02 05:54:00
1796,user_80,Login,Android,India,0.98,2024-01-02 05:55:00
1797,user_61,Data Exfiltration,Android,China,0.66,2024-01-02 05:56:00
1798,user_64,Suspicious Command,Mac,Germany,0.16,2024-01-02 05:57:00
1799,user_12,Failed Login,iOS,India,0.4,2024-01-02 05:58:00
1800,user_68,Privilege Escalation,Mac,UK,0.37,2024-01-02 05:59:00
1801,user_69,VPN Access,Windows,India,0.93,2024-01-02 06:00:00
1802,user_44,Data Exfiltration,Windows,India,0.2,2024-01-02 06:01:00
1803,user_71,Privilege Escalation,Mac,India,0.61,2024-01-02 06:02:00
1804,user_69,Suspicious Command,Linux,Germany,0.32,2024-01-02 06:03:00
1805,user_72,Login,Mac,China,0.7,2024-01-02 06:04:00
1806,user_83,VPN Access,Android,USA,0.96,2024-01-02 06:05:00
1807,user_41,Suspicious Command,Android,UK,0.66,2024-01-02 06:06:00
1808,user_86,Privilege Escalation,Android,India,0.9,2024-01-02 06:07:00
1809,user_3,Data Exfiltration,iOS,Germany,0.27,2024-01-02 06:08:00
1810,user_81,Failed Login,Android,USA,0.02,2024-01-02 06:09:00
1811,user_51,Privilege Escalation,Linux,Germany,0.97,2024-01-02 06:10:00
1812,user_45,Login,Mac,China,0.33,2024-01-02 06:11:00
1813,user_55,Suspicious Command,Mac,UK,0.91,2024-01-02 06:12:00
1814,user_93,Data Exfiltration,Linux,Russia,0.08,2024-01-02 06:13:00
1815,user_45,Suspicious Command,Mac,UK,0.36,2024-01-02 06:14:00
1816,user_49,Login,Android,USA,0.12,2024-01-02 06:15:00
1817,user_30,Login,Mac,Russia,0.6,2024-01-02 06:16:00
1818,user_5,Suspicious Command,Mac,India,0.74,2024-01-02 06:17:00
1819,user_89,Data Exfiltration,iOS,UK,0.13,2024-01-02 06:18:00
1820,user_37,Login,iOS,India,0.27,2024-01-02 06:19:00
1821,user_46,Failed Login,Linux,UK,0.67,2024-01-02 06:20:00
1822,user_50,File Access,iOS,USA,0.94,2024-01-02 06:21:00
1823,user_50,Data Exfiltration,Android,Russia,0.07,2024-01-02 06:22:00
1824,user_41,Login,Windows,China,0.21,2024-01-02 06:23:00
1825,user_40,Failed Login,Windows,USA,0.41,2024-01-02 06:24:00
1826,user_34,Login,iOS,USA,0.53,2024-01-02 06:25:00
1827,user_5,Suspicious Command,Android,Russia,0.02,2024-01-02 06:26:00
1828,user_25,Privilege Escalation,Linux,China,0.05,2024-01-02 06:27:00
1829,user_25,File Access,Android,India,0.16,2024-01-02 06:28:00
1830,user_41,Failed Login,iOS,China,0.23,2024-01-02 06:29:00
1831,user_54,Suspicious Command,Linux,India,0.33,2024-01-02 06:30:00
1832,user_85,VPN Access,Mac,India,0.22,2024-01-02 06:31:00
1833,user_36,Privilege Escalation,Windows,China,0.37,2024-01-02 06:32:00
1834,user_18,Data Exfiltration,Windows,Germany,0.43,2024-01-02 06:33:00
1835,user_22,File Access,Android,UK,0.34,2024-01-02 06:34:00
1836,user_36,Login,Android,Russia,0.73,2024-01-02 06:35:00
1837,user_81,VPN Access,Linux,Russia,0.03,2024-01-02 06:36:00
1838,user_94,Failed Login,Windows,USA,0.7,2024-01-02 06:37:00
1839,user_50,Privilege Escalation,Android,USA,0.83,2024-01-02 06:38:00
1840,user_46,Data Exfiltration,Linux,Germany,0.48,2024-01-02 06:39:00
1841,user_17,Login,iOS,India,0.47,2024-01-02 06:40:00
1842,user_95,Data Exfiltration,Windows,China,0.44,2024-01-02 06:41:00
1843,user_31,Failed Login,Linux,UK,0.0,2024-01-02 06:42:00
1844,user_39,Login,Android,China,0.35,2024-01-02 06:43:00
1845,user_65,Failed Login,iOS,USA,0.25,2024-01-02 06:44:00
1846,user_6,Failed Login,Windows,Russia,0.69,2024-01-02 06:45:00
1847,user_91,VPN Access,iOS,Germany,0.52,2024-01-02 06:46:00
1848,user_29,Failed Login,Android,China,0.27,2024-01-02 06:47:00
1849,user_45,VPN Access,Mac,Russia,0.38,2024-01-02 06:48:00
1850,user_89,Privilege Escalation,Windows,Russia,0.3,2024-01-02 06:49:00
1851,user_33,VPN Access,Mac,UK,0.34,2024-01-02 06:50:00
1852,user_30,File Access,iOS,USA,0.72,2024-01-02 06:51:00
1853,user_13,Privilege Escalation,Mac,China,0.68,2024-01-02 06:52:00
1854,user_17,VPN Access,Windows,UK,0.26,2024-01-02 06:53:00
1855,user_23,Privilege Escalation,Android,China,0.07,2024-01-02 06:54:00
1856,user_28,Login,Mac,USA,0.35,2024-01-02 06:55:00
1857,user_86,File Access,Windows,Germany,0.05,2024-01-02 06:56:00
1858,user_11,Suspicious Command,Mac,Germany,0.33,2024-01-02 06:57:00
1859,user_62,Suspicious Command,Linux,UK,0.71,2024-01-02 06:58:00
1860,user_38,File Access,Linux,USA,0.48,2024-01-02 06:59:00
1861,user_38,Data Exfiltration,Android,USA,0.5,2024-01-02 07:00:00
1862,user_29,Data Exfiltration,Android,Germany,0.82,2024-01-02 07:01:00
1863,user_1,Login,Windows,India,0.85,2024-01-02 07:02:00
1864,user_26,Data Exfiltration,Android,UK,0.97,2024-01-02 07:03:00
1865,user_9,Privilege Escalation,Windows,UK,0.99,2024-01-02 07:04:00
1866,user_97,Data Exfiltration,Linux,Russia,0.32,2024-01-02 07:05:00
1867,user_12,VPN Access,Windows,China,0.1,2024-01-02 07:06:00
1868,user_89,VPN Access,Android,UK,0.83,2024-01-02 07:07:00
1869,user_61,Login,Android,Germany,0.18,2024-01-02 07:08:00
1870,user_92,Suspicious Command,Mac,China,0.13,2024-01-02 07:09:00
1871,user_84,VPN Access,Android,China,0.73,2024-01-02 07:10:00
1872,user_42,File Access,Android,China,0.24,2024-01-02 07:11:00
1873,user_37,Login,Linux,UK,0.97,2024-01-02 07:12:00
1874,user_82,Data Exfiltration,iOS,USA,0.95,2024-01-02 07:13:00
1875,user_83,File Access,Mac,Germany,0.62,2024-01-02 07:14:00
1876,user_69,Suspicious Command,Linux,China,0.7,2024-01-02 07:15:00
1877,user_65,VPN Access,Linux,Germany,0.08,2024-01-02 07:16:00
1878,user_95,File Access,Windows,India,0.46,2024-01-02 07:17:00
1879,user_98,Failed Login,Mac,Russia,0.4,2024-01-02 07:18:00
1880,user_59,Privilege Escalation,Linux,India,0.56,2024-01-02 07:19:00
1881,user_90,File Access,Windows,China,0.18,2024-01-02 07:20:00
1882,user_38,Privilege Escalation,Mac,Russia,0.33,2024-01-02 07:21:00
1883,user_96,Privilege Escalation,Linux,USA,0.25,2024-01-02 07:22:00
1884,user_66,Data Exfiltration,Mac,UK,0.89,2024-01-02 07:23:00
1885,user_82,Data Exfiltration,Android,China,0.47,2024-01-02 07:24:00
1886,user_88,Login,iOS,China,0.22,2024-01-02 07:25:00
1887,user_7,File Access,Android,Russia,0.35,2024-01-02 07:26:00
1888,user_47,Suspicious Command,Windows,Germany,0.13,2024-01-02 07:27:00
1889,user_70,Failed Login,iOS,China,0.19,2024-01-02 07:28:00
1890,user_44,VPN Access,Mac,UK,0.63,2024-01-02 07:29:00
1891,user_62,Login,iOS,China,0.77,2024-01-02 07:30:00
1892,user_25,VPN Access,Linux,UK,0.37,2024-01-02 07:31:00
1893,user_59,Privilege Escalation,Android,China,0.72,2024-01-02 07:32:00
1894,user_99,Failed Login,iOS,Germany,0.03,2024-01-02 07:33:00
1895,user_99,Login,iOS,UK,0.25,2024-01-02 07:34:00
1896,user_92,Data Exfiltration,iOS,USA,0.05,2024-01-02 07:35:00
1897,user_94,File Access,Mac,Germany,0.11,2024-01-02 07:36:00
1898,user_39,Suspicious Command,iOS,USA,0.75,2024-01-02 07:37:00
1899,user_96,Failed Login,Mac,India,0.62,2024-01-02 07:38:00
1900,user_4,VPN Access,iOS,Russia,0.74,2024-01-02 07:39:00
1901,user_64,Failed Login,Android,China,0.12,2024-01-02 07:40:00
1902,user_76,Suspicious Command,Windows,Germany,0.46,2024-01-02 07:41:00
1903,user_36,File Access,Mac,UK,0.6,2024-01-02 07:42:00
1904,user_12,Privilege Escalation,Windows,India,0.86,2024-01-02 07:43:00
1905,user_5,Suspicious Command,Linux,UK,0.63,2024-01-02 07:44:00
1906,user_85,Login,iOS,China,0.58,2024-01-02 07:45:00
1907,user_95,File Access,Linux,China,0.62,2024-01-02 07:46:00
1908,user_5,Failed Login,Mac,USA,0.06,2024-01-02 07:47:00
1909,user_23,Failed Login,Linux,USA,0.87,2024-01-02 07:48:00
1910,user_2,Suspicious Command,Windows,Russia,0.81,2024-01-02 07:49:00
1911,user_98,Login,Mac,USA,0.8,2024-01-02 07:50:00
1912,user_10,Login,iOS,China,0.94,2024-01-02 07:51:00
1913,user_95,Suspicious Command,Mac,UK,0.72,2024-01-02 07:52:00
1914,user_70,Login,Windows,Russia,0.87,2024-01-02 07:53:00
1915,user_67,Data Exfiltration,iOS,China,0.41,2024-01-02 07:54:00
1916,user_27,Suspicious Command,Linux,China,0.84,2024-01-02 07:55:00
